var,label
me5a33b_zhushijiagongpin_8089933,me5a33b_zhushijiagongpin_laiyuan-zhushi_2｜日均购买量（月均/30，斤）
me5a33b_zhushijiagongpin_86083e1,tiankong2｜网购的金额(元)
me5a33b_zhushijiagongpin_868d437,zhushi_1_1｜提问频率(1=7月以来，2=过去7天)
me5a33b_zhushijiagongpin_877d550,zhushi_1_1｜直接食用自家生产的数量(斤)（折算日均，斤）
me5a33b_zhushijiagongpin_8b466c1,zhushi_1_1｜购买的数量中还没有消费的数量(斤)
me5a33b_zhushijiagongpin_8bcd006,me5a33b_zhushijiagongpin_laiyuan-zhushi_8｜日均购买量（月均/30，斤）
me5a33b_zhushijiagongpin_8ecf501,zhushi_2｜直接食用自家生产的数量(斤)（折算日均，斤）
me5a33b_zhushijiagongpin_90062f0,zhushi_2｜购买地点距您家的距离(公里)
me5a33b_zhushijiagongpin_91b724c,zhushi_8｜是否吃过
me5a33b_zhushijiagongpin_926acc3,me5a33b_zhushijiagongpin_laiyuan-zhushi_2_2｜均价（总花费/购买总量，元/斤）
me5a33b_zhushijiagongpin_99a0ede,zhushi_1_1｜网购的数量(斤)
me5a33b_zhushijiagongpin_9a3865a,me5a33b_zhushijiagongpin_laiyuan-tiankong2｜均价（平均每次花费/平均每次量，元/斤）
me5a33b_zhushijiagongpin_9c8144e,zhushi_2｜平均1个月购买多少次(次)
me5a33b_zhushijiagongpin_a110613,zhushi_1_1｜如果出售该产品，每斤多少钱(元/斤)
me5a33b_zhushijiagongpin_a168e7f,zhushi_1_1｜直接食用发的或者赠送的数量(斤)
me5a33b_zhushijiagongpin_a20d8f9,zhushi_1_1｜直接食用自家生产的数量(斤)
me5a33b_zhushijiagongpin_a398ab2,zhushi_8｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
me5a33b_zhushijiagongpin_a4f1a78,tiankong2｜通常前往该地点所需的交通时间(分钟)
me5a33b_zhushijiagongpin_a5b98c8,me5a33b_zhushijiagongpin_laiyuan-zhushi_8｜月均购买量（题10×题11，斤）
me5a33b_zhushijiagongpin_a7d2fa4,zhushi_1_1｜通常前往该地点的交通方式
me5a33b_zhushijiagongpin_acdf794,zhushi_2_2｜购买的数量(斤)
me5a33b_zhushijiagongpin_adba292,zhushi_2_2｜提问频率(1=7月以来，2=过去7天)
me5a33b_zhushijiagongpin_b0c4449,zhushi_2｜网购的数量(斤)
me5a33b_zhushijiagongpin_b0c4b76,zhushi_2_2｜平均每次花多少钱(元)
me5a33b_zhushijiagongpin_b13afcb,zhushi_2_2｜直接食用自家生产的数量(斤)
me5a33b_zhushijiagongpin_b807813,zhushi_2｜购买的数量中腐烂变质扔掉的数量(斤)
me5a33b_zhushijiagongpin_b85fadb,zhushi_2｜购买的数量(斤)
me5a33b_zhushijiagongpin_b8a9015,zhushi_2｜平均每次花多少钱(元)
me5a33b_zhushijiagongpin_ba67253,zhushi_1_1｜网购的金额(元)
me5a33b_zhushijiagongpin_bb3ff8c,zhushi_2_2｜直接食用发的或者赠送的数量(斤)
me5a33b_zhushijiagongpin_bcd5d62,zhushi_2｜购买的数量中还没有消费的数量(斤)
me5a33b_zhushijiagongpin_be52275,zhushi_8｜平均每次购买的数量(斤)
me5a33b_zhushijiagongpin_c0ebcbf,zhushi_2_2｜通常前往该地点的交通方式
me5a33b_zhushijiagongpin_c17f56e,zhushi_1_1｜通常前往该地点所需的交通时间(分钟)
me5a33b_zhushijiagongpin_c19f47f,zhushi_1_1｜花费的金额(元)
me5a33b_zhushijiagongpin_c437935,tiankong2｜购买的数量中腐烂变质扔掉的数量(斤)
me5a33b_zhushijiagongpin_c576f41,zhushi_2｜网购的金额(元)
me5a33b_zhushijiagongpin_c7b5ff6,tiankong2｜网购的数量(斤)
me5a33b_zhushijiagongpin_c889d19,tiankong2｜平均每次购买的数量(斤)
me5a33b_zhushijiagongpin_cc2a49f,me5a33b_zhushijiagongpin_laiyuan-zhushi_2｜月均购买量（题10×题11，斤）
me5a33b_zhushijiagongpin_ce044b4,zhushi_1_1｜平均1个月购买多少次(次)
me5a33b_zhushijiagongpin_ce65065,zhushi_8｜购买的数量(斤)
me5a33b_zhushijiagongpin_d00ac4e,me5a33b_zhushijiagongpin_laiyuan-zhushi_2_2｜均价（平均每次花费/平均每次量，元/斤）
me5a33b_zhushijiagongpin_d0a6508,zhushi_2_2｜花费的金额(元)
me5a33b_zhushijiagongpin_d18aa9a,tiankong2｜购买的数量中直接食用的数量(斤)（折算日均，斤）
me5a33b_zhushijiagongpin_d18f529,zhushi_2_2｜购买的数量中腐烂变质扔掉的数量(斤)
me5a33b_zhushijiagongpin_d2b523c,zhushi_8｜通常前往该地点的交通方式
me5a33b_zhushijiagongpin_d66d385,me5a33b_zhushijiagongpin_laiyuan-zhushi_1_1｜月均购买量（题10×题11，斤）
me5a33b_zhushijiagongpin_d9ab416,zhushi_1_1｜购买的数量中赠送给亲朋好友的数量(斤)
me5a33b_zhushijiagongpin_da0895d,zhushi_2_2｜是否吃过
me5a33b_zhushijiagongpin_ddfd9d6,zhushi_8｜平均每次花多少钱(元)
me5a33b_zhushijiagongpin_df37f92,tiankong2｜平均每次花多少钱(元)
me5a33b_zhushijiagongpin_df90ca5,zhushi_1_1｜购买的数量中腐烂变质扔掉的数量(斤)
me5a33b_zhushijiagongpin_e1d2813,zhushi_2_2｜网购的数量(斤)
me5a33b_zhushijiagongpin_e385f5b,tiankong2｜如果出售该产品，每斤多少钱(元/斤)
me5a33b_zhushijiagongpin_e409bbd,zhushi_2｜是否吃过
me5a33b_zhushijiagongpin_e58a690,zhushi_2_2｜直接食用自家生产的数量(斤)（折算日均，斤）
me5a33b_zhushijiagongpin_e689b15,zhushi_2｜购买的数量中用于制作加工品的数量(斤)
me5a33b_zhushijiagongpin_ec8c936,zhushi_2_2｜购买的数量中赠送给亲朋好友的数量(斤)
me5a33b_zhushijiagongpin_eda0843,zhushi_2_2｜购买的数量中直接食用的数量(斤)
me5a33b_zhushijiagongpin_f46bb6c,tiankong2｜购买的数量中还没有消费的数量(斤)
me5a33b_zhushijiagongpin_f55c870,tiankong2｜购买的数量中用于制作加工品的数量(斤)
me5a33b_zhushijiagongpin_f5ed909,zhushi_1_1｜购买地点距您家的距离(公里)
me5a33b_zhushijiagongpin_f7bbb60,me5a33b_zhushijiagongpin_laiyuan-tiankong2｜均价（总花费/购买总量，元/斤）
me5a33b_zhushijiagongpin_f855e75,zhushi_1_1｜购买的数量中直接食用的数量(斤)
me5a33b_zhushijiagongpin_f8f860a,me5a33b_zhushijiagongpin_laiyuan-zhushi_8｜均价（平均每次花费/平均每次量，元/斤）
me5a33b_zhushijiagongpin_faa7010,zhushi_1_1｜平均每次花多少钱(元)
me5a33b_zhushijiagongpin_fadc527,zhushi_2｜通常前往该地点的交通方式
me5a33b_zhushijiagongpin_fd7e661,zhushi_2_2｜网购的金额(元)
me5a33b_zhushijiagongpin_fdc9d7c,zhushi_8｜购买的数量中还没有消费的数量(斤)
mf69311_tiankong4_selfprod_total,mf69311_tiankong4_selfprod_total
mf69311_tiankong4_total,mf69311_tiankong4_total
mf69311_tiankong4pjxfl,mf69311_tiankong4pjxfl
mf69311_tiankong4zjsc_m,mf69311_tiankong4zjsc_m
mf69311_tiankong4zxfl_f,mf69311_tiankong4zxfl_f
mf69311_tiankong4zxfl_m,mf69311_tiankong4zxfl_m
mf69311_xiancai_1pjxfl,mf69311_xiancai_1pjxfl
mf69311_xiancai_1zjsc_m,mf69311_xiancai_1zjsc_m
mf69311_xiancai_1zxfl_f,mf69311_xiancai_1zxfl_f
mf69311_xiancai_1zxfl_m,mf69311_xiancai_1zxfl_m
mf69311_xiancai_2pjxfl,mf69311_xiancai_2pjxfl
mf69311_xiancai_2zjsc_m,mf69311_xiancai_2zjsc_m
mf69311_xiancai_2zxfl_f,mf69311_xiancai_2zxfl_f
mf69311_xiancai_2zxfl_m,mf69311_xiancai_2zxfl_m
mf69311_xiancai_laiyuan__01ad5e2,tiankong4｜如果出售该产品，每斤多少钱(元/斤)
mf69311_xiancai_laiyuan__038490c,xiancai_2｜直接食用自家生产的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__084f86b,mf69311_xiancai_laiyuan-tiankong4｜日均购买量（月均/30，斤）
mf69311_xiancai_laiyuan__0e4b6a7,xiancai_2｜网购的金额(元)
mf69311_xiancai_laiyuan__10d5262,tiankong4｜购买的数量(斤)
mf69311_xiancai_laiyuan__120a819,xiancai_2｜花费的金额(元)
mf69311_xiancai_laiyuan__14dd039,mf69311_xiancai_laiyuan-tiankong4｜月均购买量（题10×题11，斤）
mf69311_xiancai_laiyuan__1544663,xiancai_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__15e48c2,xiancai_2｜平均每次花多少钱(元)
mf69311_xiancai_laiyuan__18aa7df,xiancai_2｜购买的数量中腐烂变质扔掉的数量(斤)
mf69311_xiancai_laiyuan__2734304,tiankong4｜购买的数量中赠送给亲朋好友的数量(斤)
mf69311_xiancai_laiyuan__2955fdd,xiancai_1｜购买的数量中赠送给亲朋好友的数量(斤)
mf69311_xiancai_laiyuan__2a62a99,tiankong4｜网购的数量(斤)
mf69311_xiancai_laiyuan__2bda5f0,tiankong4｜直接食用自家生产的数量(斤)
mf69311_xiancai_laiyuan__2f6cc81,xiancai_2｜购买的数量中还没有消费的数量(斤)
mf69311_xiancai_laiyuan__34c0196,xiancai_1｜购买地点距您家的距离(公里)
mf69311_xiancai_laiyuan__370c7f1,xiancai_2｜购买的数量(斤)
mf69311_xiancai_laiyuan__3813df1,xiancai_2｜购买地点
mf69311_xiancai_laiyuan__3da123b,mf69311_xiancai_laiyuan-tiankong4｜均价（总花费/购买总量，元/斤）
mf69311_xiancai_laiyuan__3f42894,tiankong4｜是否吃过
mf69311_xiancai_laiyuan__3faabbc,tiankong4｜平均每次购买的数量(斤)
mf69311_xiancai_laiyuan__4099af0,tiankong4｜购买的数量中直接食用的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__4401fb0,xiancai_1｜购买的数量中用于制作加工品的数量(斤)
mf69311_xiancai_laiyuan__4b5d84f,mf69311_xiancai_laiyuan-xiancai_2｜月均购买量（题10×题11，斤）
mf69311_xiancai_laiyuan__4c5c930,xiancai_1｜直接食用自家生产的数量(斤)
mf69311_xiancai_laiyuan__4ec29c3,mf69311_xiancai_laiyuan-xiancai_1｜月均购买量（题10×题11，斤）
mf69311_xiancai_laiyuan__52daea3,xiancai_1｜购买的数量中腐烂变质扔掉的数量(斤)
mf69311_xiancai_laiyuan__54f3f46,xiancai_2｜通常前往该地点所需的交通时间(分钟)
mf69311_xiancai_laiyuan__55c3c16,mf69311_xiancai_laiyuan-xiancai_1｜日均购买量（月均/30，斤）
mf69311_xiancai_laiyuan__57c7d94,xiancai_2｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__58029d7,tiankong4｜购买的数量中腐烂变质扔掉的数量(斤)
mf69311_xiancai_laiyuan__605df58,xiancai_1｜如果出售该产品，每斤多少钱(元/斤)
mf69311_xiancai_laiyuan__62294b2,xiancai_2｜购买的数量中用于制作加工品的数量(斤)
mf69311_xiancai_laiyuan__6613d86,tiankong4｜购买地点
mf69311_xiancai_laiyuan__696b571,xiancai_1｜平均每次花多少钱(元)
mf69311_xiancai_laiyuan__6e71a60,tiankong4｜提问频率(1=7月以来，2=过去7天)
mf69311_xiancai_laiyuan__6f1669b,tiankong4｜通常前往该地点所需的交通时间(分钟)
mf69311_xiancai_laiyuan__6ffb671,xiancai_1｜是否吃过
mf69311_xiancai_laiyuan__72a01ad,xiancai_2｜购买地点距您家的距离(公里)
mf69311_xiancai_laiyuan__75ec649,mf69311_xiancai_laiyuan-xiancai_1｜均价（总花费/购买总量，元/斤）
mf69311_xiancai_laiyuan__7a9c46b,mf69311_xiancai_laiyuan-xiancai_2｜均价（平均每次花费/平均每次量，元/斤）
mf69311_xiancai_laiyuan__7d98f25,xiancai_1｜购买的数量中直接食用的数量(斤)
mf69311_xiancai_laiyuan__822d3ab,xiancai_2｜提问频率(1=7月以来，2=过去7天)
mf69311_xiancai_laiyuan__881170e,xiancai_2｜通常前往该地点的交通方式
mf69311_xiancai_laiyuan__883f538,xiancai_1｜平均每次购买的数量(斤)
mf69311_xiancai_laiyuan__8868f70,xiancai_1｜通常前往该地点的交通方式
mf69311_xiancai_laiyuan__8aa1fb2,xiancai_1｜花费的金额(元)
mf69311_xiancai_laiyuan__8de0c81,xiancai_2｜如果出售该产品，每斤多少钱(元/斤)
mf69311_xiancai_laiyuan__8e043dc,xiancai_2｜购买的数量中赠送给亲朋好友的数量(斤)
mf69311_xiancai_laiyuan__8f78067,tiankong4｜直接食用发的或者赠送的数量(斤)
mf69311_xiancai_laiyuan__8f95081,xiancai_2｜平均1个月购买多少次(次)
mf69311_xiancai_laiyuan__94e5e43,xiancai_1｜通常前往该地点所需的交通时间(分钟)
mf69311_xiancai_laiyuan__9553349,mf69311_xiancai_laiyuan-tiankong4｜均价（平均每次花费/平均每次量，元/斤）
mf69311_xiancai_laiyuan__9a4524d,tiankong4｜网购的金额(元)
mf69311_xiancai_laiyuan__a466a5c,xiancai_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__a4acf9a,mf69311_xiancai_laiyuan-xiancai_2｜均价（总花费/购买总量，元/斤）
mf69311_xiancai_laiyuan__a71a422,mf69311_xiancai_laiyuan-xiancai_1｜均价（平均每次花费/平均每次量，元/斤）
mf69311_xiancai_laiyuan__a90dcc4,xiancai_1｜提问频率(1=7月以来，2=过去7天)
mf69311_xiancai_laiyuan__b388b48,xiancai_1｜购买的数量中还没有消费的数量(斤)
mf69311_xiancai_laiyuan__b439256,tiankong4｜通常前往该地点的交通方式
mf69311_xiancai_laiyuan__b888316,xiancai_1｜购买的数量(斤)
mf69311_xiancai_laiyuan__ba12437,xiancai_2｜网购的数量(斤)
mf69311_xiancai_laiyuan__ba39a57,xiancai_1｜平均1个月购买多少次(次)
mf69311_xiancai_laiyuan__bed174b,tiankong4｜购买的数量中用于制作加工品的数量(斤)
mf69311_xiancai_laiyuan__c2fe5d9,tiankong4｜平均每次花多少钱(元)
mf69311_xiancai_laiyuan__c3d8978,xiancai_1｜网购的金额(元)
mf69311_xiancai_laiyuan__cc90754,tiankong4｜平均1个月购买多少次(次)
mf69311_xiancai_laiyuan__cfca235,xiancai_1｜直接食用发的或者赠送的数量(斤)
mf69311_xiancai_laiyuan__d04a663,xiancai_2｜直接食用发的或者赠送的数量(斤)
mf69311_xiancai_laiyuan__d857459,xiancai_2｜购买的数量中直接食用的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__da76b45,xiancai_2｜是否吃过
mf69311_xiancai_laiyuan__dcbb452,xiancai_2｜平均每次购买的数量(斤)
mf69311_xiancai_laiyuan__dd8d5c7,xiancai_1｜购买地点
mf69311_xiancai_laiyuan__e5357c6,tiankong4｜直接食用自家生产的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__e55e23d,tiankong4｜花费的金额(元)
mf69311_xiancai_laiyuan__e958678,xiancai_1｜网购的数量(斤)
mf69311_xiancai_laiyuan__e9f4811,xiancai_2｜直接食用自家生产的数量(斤)
mf69311_xiancai_laiyuan__f2cc02a,tiankong4｜购买地点距您家的距离(公里)
mf69311_xiancai_laiyuan__f812820,xiancai_1｜直接食用自家生产的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__fa21345,mf69311_xiancai_laiyuan-xiancai_2｜日均购买量（月均/30，斤）
mf69311_xiancai_laiyuan__fce633f,tiankong4｜购买的数量中还没有消费的数量(斤)
mf69311_xiancai_laiyuan__fe7aaf3,xiancai_2｜购买的数量中直接食用的数量(斤)
mf69311_xiancai_laiyuan__fe957cf,tiankong4｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
mf69311_xiancai_laiyuan__ff9bfa1,tiankong4｜购买的数量中直接食用的数量(斤)
mf69311_xiancai_selfprod_total,mf69311_xiancai_selfprod_total
mf69311_xiancai_total,mf69311_xiancai_total
monthly_expense_total,monthly_expense_total
nailei_cons_monthly_jin,奶类｜月消费量（斤；按模块列名 token 汇总各子表 *_total；与 clean_food 口径一致；rigorous 重算）
nailei_price_wavg_yuan_per_jin,奶类｜加权平均价格（元/斤；Σ月花费/Σ月购买量；rigorous 重算，负花费已置0）
nailei_self_suff_rate,奶类｜食物自给率（月自家生产食用量/月总消费量；>1 截断为1；rigorous 重算）
nailei_selfprod_monthly_total,奶类｜月自家生产食用量（斤；题07 按提问频率折月后按 token 汇总；rigorous 重算）
nhCode,受访户编号（组长统一设定）
nhwjbm,农户问卷编码
prov,调查地所在省（代码）
provn,调查地所在省
qinc_1,家庭未来三年收入增长的可能性：___ [01没有增长可能性  02增长可能性很小  03增长可能性较小  04增长可能性较大   05增长可能性很大]
qinc_10,户主到目前为止在城镇一共工作了多少年?(指从首次在城镇工作的年份至今的总年份)：___年 注：指从首次在城镇工作的年份至今的总年份。
qinc_11,户主近3年(2021年7月-2024年7月)一共更换几次：___次 注：包括更换工种和更换雇主。
qinc_12,户主与3年前相比，收入变化是：___ [01下降很多 02略有下降 03持平 04略有上升 05上升很多] 注：指户主个人外出务工的全部收入的变化情况。
qinc_13,户主2023年是否与用人单位签订用工合同：___ [01是  00否]
qinc_14,户主2023年工资是否能够按时领取：___ [01是  00否] 注：有1次未按时领取即选“否”。
qinc_15,户主2023年从事的工作是否对健康有损害：___ [01基本没损害 02有很小损害 03损害很大]
qinc_16,户主2023年获取收入的难易程度如何：___ [01很难 02比较难 03一般 04比较容易 05很容易] 注：指户主对个人外出务工的全部收入获取难度的主观感受
qinc_17,户主近3年接受了多少次职业培训：___次 注：指外出务工方面的培训。
qinc_18,户主2023年工作的技能要求如何：___ [01完全体力型工作  02体力为主，包含少部分技能  03体力和技能各一半  04技能为主，包含少部分体
qinc_19,户主2023年回家频率：___ [01每年1-2次  02每年3-4次  03每年5-6次  04每月1-2次  05每月3-4次  06每周2次及以上]
qinc_2,近三年家庭收入数量变化情况：___ [01下降很多  02略有下降  03持平  04略有上升  05上升很多]
qinc_3,近三年家庭收入来源变化情况：___ [01减少很多  02略有减少  03不变  04略有增加  05增加很多]
qinc_4,2023年家庭获取收入的难易程度：___ [01很难  02比较难  03一般  04比较容易  05很容易 ]
qinc_5,2023年家庭成员中参加过技术培训的人数：___人
qinc_6,2023年户主是否外出务工：___ [01是  00否]
qinc_7,户主的文化程度：___ [01未上过学  02小学  03初中  04高中/中专  05大专及以上] 注：当户主信息未包含在家庭成员基本信息表中时提问，否则根据
qinc_7_other,qinc_7_other
qinc_8,户主2023年主要职业是什么：___ [01高级专业技术工作者(医生、教授、律师、建筑师、工程师等)  02一般专业技术工作者(助产士、护
qinc_9,户主2023年务工所在地：___ [01本乡镇  02本县外乡镇  03本省外县  04外省] 注：当户主信息未包含在家庭成员基本信息表中时提问，否则根据家庭成
qinshu01,有无联系密切或食物赠与的亲属 ：___  [01无，跳过该部分 02有] 注：存在多个时记录距离最近的亲属信息。
qinshu02,过去六个月内的回家频次：___ [01几乎每天  02一周3-4次  03一周1-2次  04一月2-3次  05一月1次  06几个月一次  07从不] 注：
qinshu03,过去六个月内的通讯联系频次：___ [01几乎每天  02一周3-4次  03一周1-2次  04一月2-3次  05一月1次  06几个月一次  07从不] 
qinshu04,过去六个月内的食物赠与频次：___ [01几乎每天  02一周3-4次  03一周1-2次  04一月2-3次  05一月1次  06几个月一次  07从不] 
qinshu05,过去六个月内的外出务工地点：___  [01本乡镇  02本县外乡镇  03本省外县  04外省  05无]
roulei_cons_monthly_jin,肉类及加工品｜月消费量（斤；按模块列名 token 汇总各子表 *_total；与 clean_food 口径一致；rigorous 重算）
roulei_price_wavg_yuan_per_jin,肉类及加工品｜加权平均价格（元/斤；Σ月花费/Σ月购买量；rigorous 重算，负花费已置0）
roulei_self_suff_rate,肉类及加工品｜食物自给率（月自家生产食用量/月总消费量；>1 截断为1；rigorous 重算）
roulei_selfprod_monthly_total,肉类及加工品｜月自家生产食用量（斤；题07 按提问频率折月后按 token 汇总；rigorous 重算）
roulei_shengchan_01_rouleipd_1,猪｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_2,牛｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_3,羊｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_4,肉鸡｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_5,肉鸭｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_6,肉鹅｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_7,鱼｜年初存栏数量（头/只）
roulei_shengchan_01_rouleipd_8,虾蟹贝类｜年初存栏数量（头/只）
roulei_shengchan_02_rouleipd_1,猪｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_2,牛｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_3,羊｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_4,肉鸡｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_5,肉鸭｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_6,肉鹅｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_7,鱼｜年末存栏数量（头/只）
roulei_shengchan_02_rouleipd_8,虾蟹贝类｜年末存栏数量（头/只）
roulei_shengchan_03_rouleipd_1,猪｜出售数量（头/只）
roulei_shengchan_03_rouleipd_2,牛｜出售数量（头/只）
roulei_shengchan_03_rouleipd_3,羊｜出售数量（头/只）
roulei_shengchan_03_rouleipd_4,肉鸡｜出售数量（头/只）
roulei_shengchan_03_rouleipd_5,肉鸭｜出售数量（头/只）
roulei_shengchan_03_rouleipd_6,肉鹅｜出售数量（头/只）
roulei_shengchan_03_rouleipd_7,鱼｜出售数量（头/只）
roulei_shengchan_03_rouleipd_8,虾蟹贝类｜出售数量（头/只）
roulei_shengchan_04_rouleipd_1,猪｜出售金额（元）
roulei_shengchan_04_rouleipd_2,牛｜出售金额（元）
roulei_shengchan_04_rouleipd_3,羊｜出售金额（元）
roulei_shengchan_04_rouleipd_4,肉鸡｜出售金额（元）
roulei_shengchan_04_rouleipd_5,肉鸭｜出售金额（元）
roulei_shengchan_04_rouleipd_6,肉鹅｜出售金额（元）
roulei_shengchan_04_rouleipd_7,鱼｜出售金额（元）
roulei_shengchan_04_rouleipd_8,虾蟹贝类｜出售金额（元）
roulei_shengchan_05_rouleipd_1,猪｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_2,牛｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_3,羊｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_4,肉鸡｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_5,肉鸭｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_6,肉鹅｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_7,鱼｜出售单价（元/斤）
roulei_shengchan_05_rouleipd_8,虾蟹贝类｜出售单价（元/斤）
roulei_shengchan_06_rouleipd_1,猪｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_2,牛｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_3,羊｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_4,肉鸡｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_5,肉鸭｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_6,肉鹅｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_7,鱼｜出售的重量（毛重，斤）
roulei_shengchan_06_rouleipd_8,虾蟹贝类｜出售的重量（毛重，斤）
roulei_shengchan_07_rouleipd_1,猪｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_2,牛｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_3,羊｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_4,肉鸡｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_5,肉鸭｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_6,肉鹅｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_7,鱼｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_07_rouleipd_8,虾蟹贝类｜宰杀留作自家食用/送礼的数量（头/只）
roulei_shengchan_08_rouleipd_1,猪｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_2,牛｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_3,羊｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_4,肉鸡｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_5,肉鸭｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_6,肉鹅｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_7,鱼｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_08_rouleipd_8,虾蟹贝类｜宰杀留作自家食用（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_1,猪｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_2,牛｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_3,羊｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_4,肉鸡｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_5,肉鸭｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_6,肉鹅｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_7,鱼｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_09_rouleipd_8,虾蟹贝类｜宰杀用来送礼（含腊肉、下水内脏）的重量（毛重，斤）
roulei_shengchan_11_rouleipd_1,猪｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_2,牛｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_3,羊｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_4,肉鸡｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_5,肉鸭｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_6,肉鹅｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_7,鱼｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_11_rouleipd_8,虾蟹贝类｜用来出售的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_12_rouleipd_1,猪｜留作自家消费的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_12_rouleipd_2,牛｜留作自家消费的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
roulei_shengchan_12_rouleipd_3,羊｜留作自家消费的部分的养殖地点（1=专用圈舍，2=自家庭院散养，3=其他）
